"Plot Title: CT_739_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"
209,03/26/22 05:20:00 AM,37480.2,28.95
210,03/26/22 05:40:00 AM,37516.3,28.91
211,03/26/22 06:00:00 AM,37540.4,28.92
212,03/26/22 06:20:00 AM,37488.2,28.87
213,03/26/22 06:40:00 AM,37520.3,28.87
214,03/26/22 07:00:00 AM,37504.2,28.87
215,03/26/22 07:20:00 AM,37476.1,28.89
216,03/26/22 07:40:00 AM,37404.0,28.92
217,03/26/22 08:00:00 AM,37416.0,29.02
218,03/26/22 08:20:00 AM,37476.1,29.14
219,03/26/22 08:40:00 AM,37484.2,29.26
220,03/26/22 09:00:00 AM,37584.8,29.42
221,03/26/22 09:20:00 AM,37584.8,29.57
222,03/26/22 09:40:00 AM,37702.1,29.71
223,03/26/22 10:00:00 AM,37718.3,29.84
224,03/26/22 10:20:00 AM,37767.0,29.97
225,03/26/22 10:40:00 AM,37779.3,30.07
226,03/26/22 11:00:00 AM,37750.8,30.04
227,03/26/22 11:20:00 AM,37730.5,30.06
228,03/26/22 11:40:00 AM,37799.6,30.06
229,03/26/22 12:00:00 PM,37775.2,30.07
230,03/26/22 12:20:00 PM,37779.3,30.10
231,03/26/22 12:40:00 PM,37763.0,30.26
232,03/26/22 01:00:00 PM,37758.9,30.32
233,03/26/22 01:20:00 PM,37815.9,30.41
234,03/26/22 01:40:00 PM,37811.8,30.46
235,03/26/22 02:00:00 PM,37860.8,30.59
236,03/26/22 02:20:00 PM,37799.6,30.74
237,03/26/22 02:40:00 PM,37926.3,30.81
238,03/26/22 03:00:00 PM,37909.9,30.83
239,03/26/22 03:20:00 PM,37938.6,30.84
240,03/26/22 03:40:00 PM,37963.2,30.88
241,03/26/22 04:00:00 PM,37909.9,30.91
242,03/26/22 04:20:00 PM,37889.4,30.87
243,03/26/22 04:40:00 PM,37914.0,30.89
244,03/26/22 05:00:00 PM,37734.5,30.87
245,03/26/22 05:20:00 PM,37456.1,30.75
246,03/26/22 05:40:00 PM,37352.1,30.66
247,03/26/22 06:00:00 PM,37480.2,30.59
248,03/26/22 06:20:00 PM,37284.4,30.51
249,03/26/22 06:40:00 PM,37340.1,30.48
250,03/26/22 07:00:00 PM,37420.0,30.42
251,03/26/22 07:20:00 PM,37404.0,30.39
252,03/26/22 07:40:00 PM,37432.0,30.32
253,03/26/22 08:00:00 PM,37396.0,30.27
254,03/26/22 08:20:00 PM,37316.2,30.22
255,03/26/22 08:40:00 PM,37396.0,30.16
256,03/26/22 09:00:00 PM,37416.0,30.13
257,03/26/22 09:20:00 PM,37452.1,30.10
258,03/26/22 09:40:00 PM,37580.7,30.10
259,03/26/22 10:00:00 PM,37673.7,30.09
260,03/26/22 10:20:00 PM,37698.0,30.09
261,03/26/22 10:40:00 PM,37693.9,30.08
262,03/26/22 11:00:00 PM,37685.8,30.06
263,03/26/22 11:20:00 PM,37718.3,30.04
264,03/26/22 11:40:00 PM,37726.4,29.99
265,03/27/22 12:00:00 AM,37698.0,29.94
266,03/27/22 12:20:00 AM,37677.7,29.92
267,03/27/22 12:40:00 AM,37698.0,29.89
268,03/27/22 01:00:00 AM,37665.6,29.86
269,03/27/22 01:20:00 AM,37661.5,29.83
270,03/27/22 01:40:00 AM,37693.9,29.80
271,03/27/22 02:00:00 AM,37673.7,29.77
272,03/27/22 02:20:00 AM,37649.4,29.72
273,03/27/22 02:40:00 AM,37572.7,29.64
274,03/27/22 03:00:00 AM,37484.2,29.57
275,03/27/22 03:20:00 AM,37448.1,29.52
276,03/27/22 03:40:00 AM,37452.1,29.47
277,03/27/22 04:00:00 AM,37444.1,29.44
278,03/27/22 04:20:00 AM,37520.3,29.41
279,03/27/22 04:40:00 AM,37440.0,29.36
280,03/27/22 05:00:00 AM,37368.1,29.30
281,03/27/22 05:20:00 AM,37284.4,29.27
282,03/27/22 05:40:00 AM,37232.7,29.25
283,03/27/22 06:00:00 AM,37436.0,29.18
284,03/27/22 06:20:00 AM,37488.2,29.14
285,03/27/22 06:40:00 AM,37436.0,29.11
286,03/27/22 07:00:00 AM,37416.0,29.09
287,03/27/22 07:20:00 AM,37420.0,29.09
288,03/27/22 07:40:00 AM,37444.1,29.16
289,03/27/22 08:00:00 AM,37356.1,29.20
290,03/27/22 08:20:00 AM,37448.1,29.31
291,03/27/22 08:40:00 AM,37324.2,29.39
292,03/27/22 09:00:00 AM,37372.0,29.48
293,03/27/22 09:20:00 AM,37484.2,29.59
294,03/27/22 09:40:00 AM,37556.6,29.74
295,03/27/22 10:00:00 AM,37588.8,29.85
296,03/27/22 10:20:00 AM,37641.3,29.93
297,03/27/22 10:40:00 AM,37693.9,29.98
298,03/27/22 11:00:00 AM,37702.1,29.96
299,03/27/22 11:20:00 AM,37673.7,30.08
300,03/27/22 11:40:00 AM,37750.8,30.16
301,03/27/22 12:00:00 PM,37771.1,30.29
302,03/27/22 12:20:00 PM,37750.8,30.32
303,03/27/22 12:40:00 PM,37803.7,30.43
304,03/27/22 01:00:00 PM,37852.6,30.66
305,03/27/22 01:20:00 PM,37869.0,30.81
306,03/27/22 01:40:00 PM,37820.0,30.91
307,03/27/22 02:00:00 PM,37934.5,31.06
308,03/27/22 02:20:00 PM,37926.3,31.14
309,03/27/22 02:40:00 PM,37971.4,31.24
310,03/27/22 03:00:00 PM,37926.3,31.24
311,03/27/22 03:20:00 PM,37783.3,31.27
312,03/27/22 03:40:00 PM,37864.9,31.16
313,03/27/22 04:00:00 PM,38037.2,31.57
314,03/27/22 04:20:00 PM,38165.2,31.77
315,03/27/22 04:40:00 PM,38173.5,31.81
316,03/27/22 05:00:00 PM,3717.3,28.60
317,03/27/22 05:20:00 PM,2964.6,27.69
318,03/27/22 05:40:00 PM,2533.0,27.19
319,03/27/22 06:00:00 PM,1802.9,26.78
320,03/27/22 06:20:00 PM,1484.6,26.31
321,03/27/22 06:40:00 PM,1210.7,25.58
322,03/27/22 07:00:00 PM,1003.8,24.95
323,03/27/22 07:20:00 PM,916.7,24.93
324,03/27/22 07:40:00 PM,746.9,24.58
325,03/27/22 08:00:00 PM,589.3,24.43
326,03/27/22 08:20:00 PM,574.6,24.93
327,03/27/22 08:40:00 PM,648.5,25.15
328,03/27/22 09:00:00 PM,728.8,25.29
329,03/27/22 09:20:00 PM,759.7,25.32
330,03/27/22 09:40:00 PM,745.0,25.24
331,03/27/22 10:00:00 PM,722.0,25.24
332,03/27/22 10:20:00 PM,677.9,25.22
333,03/27/22 10:40:00 PM,637.4,25.30
